Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Agente,GNCG,REGULADO,,,,,,95.5,7363.3,16018.6,21408.2,26185.2,33463.1,35644.0,33335.2,30771.7,27083.3,21537.5,15221.5,3216.5,,,,,,,2024-05-01
Agente,HIMG,REGULADO,32289.51,32036.26,31917.43,31859.74,31933.59,32027.51,32294.12,32665.36,32994.56,33358.89,33755.24,34061.1,34140.53,34025.74,33862.53,33785.34,33691.17,33709.02,34268.76,34713.28,34400.36,33906.27,33221.68,32690.26,2024-05-01
Agente,IAEC,REGULADO,5814.0,5634.0,5456.0,5322.0,5264.0,5126.0,5144.0,4844.0,4902.0,4960.0,5030.0,5078.0,5088.0,5212.0,5306.0,5288.0,5246.0,5392.0,5830.0,6160.0,6252.0,6340.0,6228.0,6042.0,2024-05-01
Agente,ISGG,REGULADO,274633.06,257211.16,245012.21,237619.61,237804.51,236872.31,254035.51,265544.73,298456.3,323282.32,341188.21,352284.05,353799.96,349028.69,342299.57,334334.75,332993.16,361355.59,414678.04,438729.0,427871.54,393087.57,340364.49,299294.74,2024-05-01
Agente,NESC,REGULADO,1422.14,1382.48,1339.73,1357.55,1422.74,1514.86,1549.69,1279.33,1307.69,1304.32,1277.86,1296.23,1287.0,1343.02,1320.5,1397.73,1467.76,1881.25,1975.25,1912.35,1812.88,1695.25,1585.46,1458.82,2024-05-01
Agente,NMRC,REGULADO,,,,,,,,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,,,,,,,,2024-05-01
Agente,NMRG,REGULADO,26709.3,26309.98,26161.64,26112.81,26198.31,26379.46,26637.04,25656.86,26194.54,26512.28,26688.71,27126.78,27359.87,27442.77,27077.75,27185.51,26970.17,24696.81,25071.67,25304.31,24979.81,24698.92,24689.19,23055.79,2024-05-01
Agente,NTCG,REGULADO,266921.57,255477.9,247771.71,244298.35,242391.96,236519.76,237761.04,255931.55,271825.78,282795.83,291125.63,301602.83,306780.2,305592.45,300733.21,298307.47,298146.59,306783.38,320765.3,331394.56,327941.69,316445.8,299686.81,285368.45,2024-05-01
Agente,PEEC,REGULADO,12418.08,12096.38,11874.18,11721.07,11642.03,11573.87,11589.73,12092.56,12662.79,13069.25,13623.19,14443.2,14970.53,15162.91,15386.18,15452.78,15268.05,15406.61,16284.58,16427.89,16180.55,15624.97,14723.6,13834.64,2024-05-01
Agente,PRYC,REGULADO,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,2024-05-01
Agente,RTAC,REGULADO,6926.58,6773.12,6640.63,6518.01,6406.02,6202.5,6211.89,6619.08,6652.75,6643.24,6660.21,6726.52,6860.88,6975.56,7055.64,7010.59,6882.55,6567.1,6654.78,6980.04,7152.01,7285.36,7362.05,7310.05,2024-05-01
Agente,RTQC,REGULADO,81248.93,74038.03,68841.12,64278.91,60237.83,53153.09,50732.14,44190.37,46240.24,48053.94,49607.94,52831.27,57212.42,56363.43,53235.55,51947.92,50143.79,83264.43,94434.47,101321.47,102487.45,99782.36,96291.15,85990.75,2024-05-01
Agente,SPRG,REGULADO,103070.58,99600.09,97683.44,96803.08,96406.95,95469.12,95845.13,102252.91,105620.68,107764.9,109315.6,111185.78,112175.64,111074.82,110550.23,110476.53,110450.37,114080.48,121363.62,125834.79,123534.96,119053.59,112267.4,107357.21,2024-05-01
Agente,TRMG,REGULADO,17013.04,15931.5,15818.5,15619.19,15733.07,16033.0,16073.2,15809.88,16636.85,17321.56,17737.39,18607.42,19322.57,19335.14,18645.28,18644.22,18300.58,19322.53,20916.78,21628.13,20994.42,20400.44,19904.9,15955.28,2024-05-01
Agente,TYPG,REGULADO,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,2024-05-01
Agente,VCHC,REGULADO,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,693.4,2024-05-01
Agente,ZONC,REGULADO,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2024-05-01
